Usage,id,price
Public,14400,27499
Public,14404,33885
Public,14406,53900
Public,14420,24991
Public,14421,25498
Public,14423,24000
Public,14424,51900
Public,14438,28900
Public,14460,61999
Public,14461,76000
Public,14463,11000
Public,14468,17950
Public,14476,15000
Public,14479,31700
Public,14484,97993
Public,14499,26498
Public,14503,59980
Public,14512,6999
Public,14514,37899
Public,14519,14900
Public,14520,5000
Public,14529,34000
Public,14533,73000
Public,14535,36995
Public,14544,43000
Public,14550,17000
Public,14555,10500
Public,14556,489000
Public,14567,26000
Public,14569,10000
Public,14572,10795
Public,14575,54000
Public,14584,33950
Public,14592,16000
Public,14597,32500
Public,14599,42000
Public,14605,51000
Public,14607,22000
Public,14622,7500
Public,14625,33000
Public,14631,18300
Public,14639,44999
Public,14641,73000
Public,14647,32500
Public,14648,90788
Public,14651,31000
Public,14652,12499
Public,14655,34700
Public,14657,48500
Public,14664,18400
Public,14669,48000
Public,14670,9000
Public,14680,469900
Public,14682,109900
Public,14685,45999
Public,14687,54500
Public,14689,11990
Public,14692,17000
Public,14701,23000
Public,14708,99000
Public,14724,488880
Public,14733,52000
Public,14740,17900
Public,14745,22000
Public,14749,20995
Public,14755,31900
Public,14764,28590
Public,14776,43775
Public,14782,26999
Public,14785,69900
Public,14792,31000
Public,14793,62900
Public,14796,43500
Public,14814,138999
Public,14816,40950
Public,14819,14945
Public,14820,46105
Public,14825,21000
Public,14826,25099
Public,14827,66500
Public,14831,16000
Public,14839,47798
Public,14851,10000
Public,14854,54000
Public,14856,13500
Public,14868,34000
Public,14870,18750
Public,14874,37500
Public,14875,63500
Public,14881,10900
Public,14882,187900
Public,14887,22500
Public,14894,24500
Public,14900,27900
Public,14902,34000
Public,14907,7950
Public,14912,19000
Public,14928,27000
Public,14930,19900
Public,14937,36300
Public,14956,9999
Public,14960,16500
Public,14964,39500
Public,14965,80140
Public,14967,40000
Public,14983,9500
Public,14985,2500
Public,14991,38500
Public,14993,52590
Public,14998,6500
Public,15000,48900
Public,15001,67000
Public,15018,31500
Public,15041,12500
Public,15043,45000
Public,15044,32990
Public,15045,68750
Public,15051,184606
Public,15053,57500
Public,15054,64288
Public,15055,64683
Public,15059,5500
Public,15062,44800
Public,15066,60999
Public,15069,12468
Public,15070,23400
Public,15073,14999
Public,15079,38998
Public,15080,41598
Public,15085,35000
Public,15086,21590
Public,15087,15900
Public,15102,15900
Public,15107,17900
Public,15109,138999
Public,15110,15990
Public,15113,41400
Public,15119,50204
Public,15121,3200
Public,15124,19780
Public,15125,30999
Public,15127,12995
Public,15128,18900
Public,15131,47214
Public,15132,18000
Public,15138,28991
Public,15140,6750
Public,15144,34900
Public,15149,43000
Public,15156,259500
Public,15163,11500
Public,15170,5500
Public,15177,51000
Public,15184,37400
Public,15186,37000
Public,15192,32000
Public,15196,75000
Public,15199,23000
Public,15212,144900
Public,15215,4700
Public,15226,36995
Public,15228,50000
Public,15229,27000
Public,15236,66200
Public,15239,10000
Public,15240,42000
Public,15256,49500
Public,15267,324995
Public,15278,73500
Public,15286,18500
Public,15291,63000
Public,15293,11000
Public,15295,20784
Public,15300,15500
Public,15302,79900
Public,15304,30000
Public,15307,47500
Public,15315,30000
Public,15318,7500
Public,15319,33333
Public,15333,79995
Public,15340,21000
Public,15345,17500
Public,15346,81500
Public,15352,36598
Public,15354,39990
Public,15356,23000
Public,15359,36800
Public,15361,63100
Public,15377,76000
Public,15380,14800
Public,15392,17500
Public,15393,46995
Public,15403,25500
Public,15404,35900
Public,15407,74900
Public,15413,45999
Public,15422,22500
Public,15424,12500
Public,15426,6700
Public,15463,130000
Public,15466,3950
Public,15470,10700
Public,15476,63900
Public,15482,89900
Public,15496,17500
Public,15509,43499
Public,15512,28000
Public,15513,44900
Public,15514,29500
Public,15516,32000
Public,15525,15500
Public,15526,14950
Public,15527,36340
Public,15544,79500
Public,15547,134999
Public,15557,134999
Public,15558,31113
Public,15560,31000
Public,15567,18000
Public,15570,62000
Public,15571,37000
Public,15579,64500
Public,15580,66000
Public,15585,84000
Public,15596,5699
Public,15597,54900
Public,15599,69000
Public,15600,50000
Public,15608,28000
Public,15610,15000
Public,15613,38700
Public,15618,49936
Public,15619,27000
Public,15621,30000
Public,15626,80140
Public,15627,32000
Public,15630,14500
Public,15635,49900
Public,15643,41000
Public,15645,20000
Public,15649,22999
Public,15653,31953
Public,15657,76500
Public,15658,40200
Public,15661,52000
Public,15663,12900
Public,15666,32107
Public,15669,11500
Public,15671,28590
Public,15680,17900
Public,15685,119900
Public,15686,104000
Public,15692,34995
Public,15694,38700
Public,15696,16000
Public,15705,30500
Public,15721,72598
Public,15723,8950
Public,15725,14999
Public,15727,27000
Public,15728,162500
Public,15737,12500
Public,15742,19000
Public,15751,57000
Public,15753,44340
Public,15760,42598
Public,15761,20000
Public,15768,31000
Public,15774,4999
Public,15777,12000
Public,15780,105900
Public,15786,21250
Public,15792,10750
Public,15794,45500
Public,15798,54999
Public,15802,13850
Public,15808,17500
Public,15815,29000
Public,15818,22500
Public,15820,7000
Public,15821,20500
Public,15822,28998
Public,15825,188900
Public,15827,35000
Public,15829,10995
Public,15831,20900
Public,15832,11000
Public,15837,32000
Public,15838,65900
Public,15840,41999
Public,15845,44998
Public,15850,64000
Public,15858,17000
Public,15862,89000
Public,15866,17000
Public,15884,53000
Public,15888,145000
Public,15894,45000
Public,15902,11200
Public,15905,39366
Public,15906,20900
Public,15917,14998
Public,15919,9995
Public,15925,28500
Public,15931,35470
Public,15937,36999
Public,15962,15750
Public,15974,14311
Public,15977,18000
Public,15978,49995
Public,15983,18800
Public,15996,20900
Public,15999,47500
Public,16006,54490
Public,16013,46500
Public,16017,14500
Public,16018,5990
Public,16022,23000
Public,16028,53900
Public,16030,68495
Public,16039,57619
Public,16042,39750
Public,16045,45899
Public,16046,63500
Public,16047,51000
Public,16048,56500
Public,16051,16900
Public,16058,54000
Public,16062,15999
Public,16067,8500
Public,16068,44775
Public,16070,7495
Public,16075,50000
Public,16078,39750
Public,16085,112500
Public,16086,8300
Public,16095,21000
Public,16096,20000
Public,16098,19190
Public,16103,73000
Public,16104,24950
Public,16107,75000
Public,16111,37998
Public,16113,37000
Public,16115,82500
Public,16126,14900
Public,16130,55655
Public,16140,17000
Public,16143,26999
Public,16144,69995
Public,16145,20997
Public,16146,29000
Public,16150,53900
Public,16152,425000
Public,16155,3900
Public,16163,93000
Public,16165,54999
Public,16168,33000
Public,16170,9450
Public,16180,30427
Public,16183,31500
Public,16185,73000
Public,16189,38500
Public,16190,65999
Public,16200,79999
Public,16201,7100
Public,16203,27500
Public,16210,159998
Public,16212,102000
Public,16218,27350
Public,16227,16999
Public,16232,35645
Public,16233,8500
Public,16234,55000
Public,16240,53000
Public,16243,59598
Public,16247,97952
Public,16250,43000
Public,16252,18750
Public,16253,5800
Public,16254,49000
Public,16261,13500
Public,16275,93999
Public,16277,61000
Public,16280,22999
Public,16282,21000
Public,16289,82499
Public,16298,49000
Public,16299,64000
Public,16301,26000
Public,16302,52000
Public,16306,79990
Public,16307,21495
Public,16311,24900
Public,16314,26095
Public,16327,42950
Public,16331,106798
Public,16337,51000
Public,16339,26772
Public,16340,51000
Public,16341,18900
Public,16343,29995
Public,16345,16750
Public,16353,39000
Public,16361,41927
Public,16363,5500
Public,16367,64000
Public,16379,138999
Public,16380,7000
Public,16386,42500
Public,16391,54995
Public,16393,35800
Public,16404,12800
Public,16419,12900
Public,16421,14500
Public,16423,267950
Public,16429,48500
Public,16435,9000
Public,16436,10000
Public,16440,7500
Public,16441,8995
Public,16443,38598
Public,16450,17000
Public,16452,39951
Public,16463,12000
Public,16491,31906
Public,16499,8500
Public,16502,27499
Public,16503,6500
Public,16506,67100
Public,16513,13490
Public,16516,10500
Public,16520,9985
Public,16521,36880
Public,16523,7100
Public,16526,6500
Public,16529,45515
Public,16530,38995
Public,16536,19500
Public,16540,38005
Public,16543,2300
Public,16561,9900
Public,16563,63000
Public,16564,24000
Public,16572,29998
Public,16574,38095
Public,16584,35750
Public,16590,12500
Public,16591,33000
Public,16593,324995
Public,16594,25498
Public,16595,34900
Public,16604,75000
Public,16606,59335
Public,16610,34000
Public,16613,479995
Public,16618,12950
Public,16626,34700
Public,16628,49895
Public,16633,80900
Public,16635,23625
Public,16640,35000
Public,16646,24999
Public,16653,15000
Public,16655,6880
Public,16657,44999
Public,16664,104900
Public,16667,3500
Public,16670,25900
Public,16678,42998
Public,16686,29725
Public,16700,28000
Public,16701,37698
Public,16703,78000
Public,16704,6500
Public,16707,29999
Public,16718,28825
Public,16721,35645
Public,16724,21500
Public,16743,15599
Public,16746,15000
Public,16749,29510
Public,16757,20848
Public,16759,44850
Public,16763,39000
Public,16765,25500
Public,16780,164725
Public,16788,42886
Public,16790,124900
Public,16797,7100
Public,16798,17000
Public,16800,5900
Public,16801,10500
Public,16808,31500
Public,16809,45900
Public,16814,42900
Public,16815,7500
Public,16816,38978
Public,16824,13000
Public,16828,51698
Public,16835,15500
Public,16839,87000
Public,16847,74500
Public,16866,36000
Public,16881,7899
Public,16883,26900
Public,16884,35557
Public,16885,27499
Public,16889,68000
Public,16892,210000
Public,16894,27450
Public,16897,33598
Public,16899,21900
Public,16901,9800
Public,16902,42499
Public,16914,49990
Public,16916,53900
Public,16917,58998
Public,16920,15500
Public,16925,27500
Public,16929,14500
Public,16930,55600
Public,16949,61998
Public,16952,32500
Public,16957,9250
Public,16962,23950
Public,16970,15500
Public,16975,21000
Public,16981,13500
Public,16986,26500
Public,16990,34995
Public,16991,11995
Public,16993,17816
Public,17001,19750
Public,17007,51074
Public,17009,22000
Public,17023,145000
Public,17024,60999
Public,17029,27995
Public,17033,30900
Public,17042,104000
Public,17043,83000
Public,17049,220000
Public,17054,69000
Public,17055,49900
Public,17056,14000
Public,17068,15000
Public,17070,22000
Public,17074,19999
Public,17078,24900
Public,17086,51700
Public,17088,8500
Public,17091,29950
Public,17094,39598
Public,17105,210000
Public,17109,35750
Public,17113,38995
Public,17120,27000
Public,17122,144900
Public,17125,45000
Public,17141,46500
Public,17144,23000
Public,17147,25500
Public,17148,39900
Public,17151,92500
Public,17160,69900
Public,17166,29950
Public,17170,35000
Public,17178,6500
Public,17182,14250
Public,17186,26500
Public,17195,33295
Public,17207,16600
Public,17209,16995
Public,17222,36500
Public,17238,36500
Public,17240,9995
Public,17242,6000
Public,17245,26000
Public,17247,10750
Public,17253,22000
Public,17267,31000
Public,17272,6880
Public,17273,26900
Public,17278,31500
Public,17281,15000
Public,17282,29950
Public,17301,59800
Public,17307,3000
Public,17308,11800
Public,17310,267950
Public,17314,61900
Public,17316,4495
Public,17327,62999
Public,17331,30000
Public,17337,39750
Public,17346,32250
Public,17355,59900
Public,17362,18750
Public,17364,42000
Public,17369,30999
Public,17375,28450
Public,17382,12250
Public,17387,5000
Public,17389,95000
Public,17392,11499
Public,17394,45000
Public,17397,26299
Public,17405,24700
Public,17406,63500
Public,17411,31950
Public,17417,5900
Public,17431,99000
Public,17436,159500
Public,17438,43550
Public,17443,19900
Public,17454,21000
Public,17468,22000
Public,17471,43430
Public,17475,29999
Public,17476,61998
Public,17477,47124
Public,17478,13999
Public,17481,99000
Public,17486,66000
Public,17493,8700
Public,17494,32000
Public,17496,61059
Public,17499,26900
Public,17501,47998
Public,17514,22999
Public,17518,30000
Public,17519,38998
Public,17521,95500
Public,17524,89900
Public,17526,90000
Public,17537,17500
Public,17538,17900
Public,17548,53500
Public,17549,22500
Public,17553,40999
Public,17555,16800
Public,17556,21500
Public,17571,44990
Public,17579,49700
Public,17587,26000
Public,17589,52500
Public,17590,7500
Public,17594,89999
Public,17599,50000
Public,17612,8950
Public,17613,16975
Public,17614,42995
Public,17617,47000
Public,17632,88950
Public,17642,32500
Public,17649,24500
Public,17656,25000
Public,17679,20995
Public,17683,17500
Public,17691,8500
Public,17696,319900
Public,17703,30500
Public,17706,32900
Public,17709,25698
Public,17712,15500
Public,17715,27450
Public,17719,32400
Public,17720,38000
Public,17723,4900
Public,17737,57000
Public,17739,14000
Public,17749,30825
Public,17756,68000
Public,17765,234900
Public,17774,29999
Public,17785,32990
Public,17793,25980
Public,17796,68590
Public,17797,14000
Public,17803,36570
Public,17805,35000
Public,17810,17800
Public,17815,26288
Public,17818,18750
Public,17819,45999
Public,17823,27900
Public,17826,17700
Public,17832,78999
Public,17840,14900
Public,17848,56000
Public,17849,2000
Public,17856,17000
Public,17858,13999
Public,17859,1599000
Public,17860,38500
Public,17863,41000
Public,17864,25999
Public,17872,117900
Public,17884,83000
Public,17902,53000
Public,17911,32000
Public,17912,41900
Public,17917,39900
Public,17923,54000
Public,17926,38500
Public,17932,17500
Public,17933,29900
Public,17936,41998
Public,17938,197750
Public,17944,8000
Public,17953,43430
Public,17954,65000
Public,17956,10000
Public,17960,28900
Public,17964,38436
Public,17971,105500
Public,17978,45985
Public,17983,11900
Public,17984,84500
Public,17991,9900
Public,17996,54000
Public,18004,44850
Public,18005,33610
Public,18015,36000
Public,18031,154900
Public,18035,23999
Public,18040,13000
Public,18042,32500
Public,18048,9995
Public,18049,36495
Public,18054,38500
Public,18057,20999
Public,18060,85000
Public,18084,19500
Public,18092,34000
Public,18094,39500
Public,18104,36880
Public,18106,96850
Public,18107,38200
Public,18114,71999
Public,18115,65000
Public,18116,89900
Public,18118,22500
Public,18119,48000
Public,18120,47999
Public,18121,40459
Public,18124,72999
Public,18125,55000
Public,18129,11500
Public,18136,7500
Public,18142,34500
Public,18147,40999
Public,18155,19900
Public,18158,27500
Public,18163,29500
Public,18169,32000
Public,18175,15000
Public,18188,30275
Public,18194,5500
Public,18198,140000
Public,18210,32000
Public,18218,28300
Public,18234,15000
Public,18237,30000
Public,18246,28995
Public,18258,57850
Public,18261,7500
Public,18270,15000
Public,18271,28900
Public,18275,10000
Public,18280,49998
Public,18291,37000
Public,18292,39979
Public,18296,39100
Public,18301,12999
Public,18314,5199
Public,18329,31871
Public,18331,92900
Public,18335,15500
Public,18336,26000
Public,18339,17000
Public,18347,44999
Public,18349,43900
Public,18352,16750
Public,18363,30950
Public,18364,17900
Public,18365,21373
Public,18366,39500
Public,18377,18000
Public,18381,14900
Public,18382,22945
Public,18387,89999
Public,18388,92000
Public,18389,31990
Public,18407,18000
Public,18410,8900
Public,18411,16000
Public,18418,34500
Public,18420,37405
Public,18428,48000
Public,18430,24999
Public,18431,88900
Public,18438,76500
Public,18442,45500
Public,18443,13999
Public,18460,29000
Public,18469,62999
Public,18471,44900
Public,18475,51950
Public,18478,15900
Public,18483,8500
Public,18486,33800
Public,18488,34999
Public,18490,35273
Public,18492,43500
Public,18497,93500
Public,18498,9000
Public,18503,15599
Public,18511,51900
Public,18519,9250
Public,18526,68000
Public,18533,12000
Public,18536,9599
Public,18538,151900
Public,18539,22500
Public,18542,34000
Public,18543,28750
Public,18549,5500
Public,18552,26000
Public,18560,67000
Public,18562,20150
Public,18563,17495
Public,18567,27500
Public,18571,66200
Public,18572,8500
Public,18579,115000
Public,18584,27875
Public,18588,27500
Public,18591,5200
Public,18596,15999
Public,18604,43000
Public,18617,27000
Public,18619,21500
Public,18622,15500
Public,18624,36495
Public,18625,4500
Public,18626,18500
Public,18631,98900
Public,18633,35900
Public,18634,36000
Public,18649,36949
Public,18650,28000
Public,18661,47500
Public,18662,34900
Public,18668,15000
Public,18670,122950
Public,18675,109499
Public,18677,16770
Public,18682,30000
Public,18683,52000
Public,18692,68900
Public,18693,50000
Public,18697,15900
Public,18713,21000
Public,18717,30000
Public,18718,15499
Public,18719,16500
Public,18723,52000
Public,18730,6880
Public,18731,73300
Public,18742,21500
Public,18751,79900
Public,18755,9500
Public,18762,52999
Public,18771,488880
Public,18778,5900
Public,18786,18051
Public,18791,22000
Public,18793,15499
Public,18797,54000
Public,18801,46500
Public,18812,15900
Public,18814,65900
Public,18816,22000
Public,18820,26691
Public,18821,51950
Public,18822,7600
Public,18824,35500
Public,18828,11000
Public,18829,19980
Public,18831,17500
Public,18832,78350
Public,18838,136900
Public,18842,9950
Public,18843,90200
Public,18845,29950
Public,18846,21500
Public,18849,39000
Public,18850,29510
Public,18857,29500
Public,18871,68000
Public,18872,23500
Public,18873,30919
Public,18880,4999
Public,18881,14500
Public,18886,491836
Public,18901,21900
Public,18902,21999
Public,18911,42800
Public,18912,5700
Public,18920,50000
Public,18922,55000
Public,18928,39998
Public,18956,36500
Public,18959,10400
Public,18960,28900
Public,18965,34995
Public,18967,15500
Public,18978,26000
Public,18987,50000
Public,19004,18999
Public,19007,61900
Public,19017,85000
Public,19018,18000
Public,19026,49273
Public,19027,16995
Public,19030,40000
Public,19031,14945
Public,19034,32750
Public,19036,35000
Public,19040,41500
Public,19048,38000
Public,19051,399950
Public,19057,6000
Public,19058,73600
Public,19066,15300
Public,19068,18000
Public,19073,155700
Public,19078,36340
Public,19081,84997
Public,19094,39998
Public,19100,62479
Public,19107,55000
Public,19108,12500
Public,19112,77999
Public,19125,28500
Public,19138,2300
Public,19145,9000
Public,19147,9000
Public,19160,46900
Public,19179,9999
Public,19185,31000
Public,19194,37995
Public,19216,49500
Public,19217,20000
Public,19221,11000
Public,19242,41500
Public,19248,43499
Public,19250,17999
Public,19257,18400
Public,19262,33531
Public,19264,274900
Public,19272,12999
Public,19277,8900
Public,19286,35998
Public,19290,4000
Public,19293,44500
Public,19296,35000
Public,19297,12000
Public,19298,26900
Public,19300,27999
Public,19310,23500
Public,19313,47999
Public,19319,44950
Public,19331,29900
Public,19336,65000
Public,19341,17800
Public,19351,29998
Public,19356,12000
Public,19368,105000
Public,19373,399900
Public,19375,13750
Public,19379,1599000
Public,19384,35000
Public,19390,16000
Public,19393,27500
Public,19396,36500
Public,19397,122950
Public,19401,6499
Public,19406,12599
Public,19415,32000
Public,19419,29000
Public,19424,54900
Public,19428,62900
Public,19437,15700
Public,19453,20900
Public,19463,16500
Public,19466,14599
Public,19468,33410
Public,19482,57900
Public,19489,6880
Public,19492,68590
Public,19513,12000
Public,19516,13999
Public,19520,116911
Public,19526,12000
Public,19527,48990
Public,19528,29500
Public,19550,36900
Public,19561,11000
Public,19579,51750
Public,19581,32500
Public,19591,21000
Public,19604,8900
Public,19605,61350
Public,19620,19800
Public,19625,5499
Public,19626,15500
Public,19634,25382
Public,19635,74900
Public,19639,25500
Public,19644,17238
Public,19647,44850
Public,19653,19500
Public,19658,40999
Public,19660,75000
Public,19664,98000
Public,19666,12700
Public,19669,36994
Public,19670,269991
Public,19681,29000
Public,19686,35000
Public,19697,65900
Public,19707,96900
Public,19708,4999
Public,19713,12000
Public,19714,28000
Public,19716,49500
Public,19718,229000
Public,19721,20500
Public,19727,19780
Public,19732,57000
Public,19739,95580
Public,19741,17000
Public,19745,27500
Public,19753,59500
Public,19756,15500
Public,19759,48000
Public,19767,36500
Public,19774,76598
Public,19777,22500
Public,19778,36999
Public,19791,21000
Public,19792,27599
Public,19794,23999
Public,19805,29000
Public,19808,42000
Public,19813,31995
Public,19818,17000
Public,19820,53000
Public,19821,54000
Public,19827,90998
Public,19837,44000
Public,19838,37999
Public,19839,12000
Public,19845,42000
Public,19850,47500
Public,19851,150000
Public,19859,79950
Public,19861,29497
Public,19865,47999
Public,19869,24500
Public,19872,49000
Public,19877,23977
Public,19881,17900
Public,19886,11000
Public,19888,54000
Public,19890,47998
Public,19893,24200
Public,19897,28300
Public,19906,22000
Public,19911,19800
Public,19914,9000
Public,19915,18500
Public,19916,69500
Public,19920,11800
Public,19933,399950
Public,19936,49900
Public,19949,9999
Public,19950,12500
Public,19951,7500
Public,19957,36000
Public,19961,47850
Public,19964,39857
Public,19968,49500
Public,19980,19212
Public,19993,75000
Public,20006,22749
Public,20013,32000
Public,20017,78350
Public,20019,44800
Public,20020,9200
Public,20021,68995
Public,20031,41100
Public,20036,5700
Public,20048,35000
Public,20058,67999
Public,20059,38500
Public,20061,55000
Public,20066,19212
Public,20068,6250
Public,20070,11500
Public,20072,35000
Public,20073,17000
Public,20079,23750
Public,20084,4750
Public,20088,20500
Public,20089,33490
Public,20090,26750
Public,20091,9500
Public,20097,39244
Public,20102,3200
Public,20105,10500
Public,20108,9950
Public,20109,53600
Public,20111,18387
Public,20120,45277
Public,20123,76700
Public,20126,41900
Public,20129,14500
Public,20131,21000
Public,20135,30000
Public,20136,21990
Public,20158,31999
Public,20170,15750
Public,20174,28251
Public,20189,57300
Public,20196,16000
Public,20198,37500
Public,20205,28000
Public,20206,19950
Public,20210,81500
Public,20213,50000
Public,20220,30999
Public,20225,51999
Public,20231,46500
Public,20233,75000
Public,20235,6000
Public,20244,11500
Public,20251,30089
Public,20252,150000
Public,20259,69995
Public,20269,29900
Public,20280,6500
Public,20281,44999
Public,20284,38598
Public,20291,25925
Public,20297,33410
Public,20299,15750
Public,20302,29995
Public,20318,35470
Public,20320,2300
Public,20326,48500
Public,20332,17500
Public,20346,38005
Public,20350,11995
Public,20352,77897
Public,20362,24995
Public,20370,66500
Public,20376,16800
Public,20381,39750
Public,20383,215000
Public,20386,20500
Public,20395,20000
Public,20399,79900
Public,20412,239995
Public,20423,10299
Public,20424,145000
Public,20429,18200
Public,20430,52000
Public,20433,35645
Public,20441,69685
Public,20445,38700
Public,20450,78999
Public,20451,32300
Public,20466,34999
Public,20467,27633
Public,20468,17900
Public,20475,16900
Public,20482,12000
Public,20488,238900
Public,20494,17550
Public,20496,45750
Public,20500,67900
Public,20506,14599
Public,20512,103000
Public,20513,59750
Public,20518,64000
Public,20524,15999
Public,20541,97993
Public,20542,9450
Public,20546,27200
Public,20551,31953
Public,20552,43599
Public,20554,42816
Public,20556,13000
Public,20573,40599
Public,20574,86500
Public,20577,36950
Public,20578,38999
Public,20590,8550
Public,20599,17100
Public,20604,3499
Public,20606,136900
Public,20610,15999
Public,20613,11500
Public,20617,10500
Public,20619,35999
Public,20623,22888
Public,20624,32000
Public,20629,17000
Public,20644,30000
Public,20658,75000
Public,20667,130000
Public,20669,144940
Public,20670,22000
Public,20671,7500
Public,20682,23105
Public,20686,16700
Public,20689,75499
Public,20690,32000
Public,20697,85000
Public,20714,82950
Public,20728,29900
Public,20733,43500
Public,20740,11990
Public,20755,43998
Public,20756,5499
Public,20757,9950
Public,20759,4500
Public,20762,32300
Public,20763,14500
Public,20764,32000
Public,20765,35750
Public,20766,39990
Public,20774,4300
Public,20775,36998
Public,20776,29995
Public,20787,57000
Public,20794,91000
Public,20801,27450
Public,20802,15995
Public,20805,24500
Public,20807,99000
Public,20811,15397
Public,20814,185000
Public,20818,19425
Public,20820,50000
Public,20821,22000
Public,20824,15000
Public,20825,49995
Public,20831,69900
Public,20837,26500
Public,20844,28500
Public,20846,24590
Public,20847,38000
Public,20849,18051
Public,20851,13900
Public,20854,32500
Public,20865,45000
Public,20871,77897
Public,20872,64500
Public,20886,76900
Public,20888,21500
Public,20894,13000
Public,20899,61000
Public,20903,33200
Public,20909,17500
Public,20921,44000
Public,20944,100000
Public,20952,27500
Public,20955,37000
Public,20959,39500
Public,20963,67800
Public,20972,17900
Public,20974,15500
Public,20979,11999
Public,20987,43999
Public,20989,15998
Public,20996,21400
Public,21003,24899
Public,21004,22500
Public,21038,13850
Public,21040,55000
Public,21041,5000
Public,21046,21500
Public,21047,25500
Public,21049,73600
Public,21054,28500
Public,21059,7899
Public,21063,30000
Public,21075,38000
Public,21079,39998
Public,21081,16500
Public,21082,13500
Public,21083,27500
Public,21084,5800
Public,21092,77999
Public,21098,119999
Public,21110,84500
Public,21111,30000
Public,21112,29950
Public,21113,489000
Public,21115,38500
Public,21120,54500
Public,21123,86999
Public,21132,17500
Public,21136,35500
Public,21138,45000
Public,21146,35700
Public,21147,17495
Public,21154,64000
Public,21163,31000
Public,21168,8000
Public,21176,65994
Public,21187,94000
Public,21189,84997
Public,21192,23995
Public,21195,28300
Public,21196,43000
Public,21197,27500
Public,21202,17900
Public,21210,5200
Public,21211,68500
Public,21217,50000
Public,21224,69645
Public,21225,93000
Public,21233,28000
Public,21234,17390
Public,21237,14000
Public,21239,45000
Public,21243,22500
Public,21252,26500
Public,21254,51900
Public,21255,42900
Public,21260,24500
Public,21271,3500
Public,21273,42599
Public,21278,31000
Public,21286,19995
Public,21289,9499
Public,21290,49427
Public,21295,95000
Public,21298,417500
Public,21304,11000
Public,21308,56000
Public,21313,23500
Public,21314,26900
Public,21317,33364
Public,21320,53950
Public,21324,15500
Public,21330,89999
Public,21349,209995
Public,21350,79900
Public,21351,15995
Public,21355,19500
Public,21356,36800
Public,21358,49900
Public,21362,29000
Public,21363,44605
Public,21367,18800
Public,21368,14000
Public,21370,8750
Public,21375,36750
Public,21385,8000
Public,21393,16000
Public,21396,9000
Public,21397,45998
Public,21400,10499
Public,21410,6500
Public,21413,44900
Public,21417,20000
Public,21418,10000
Public,21422,40000
Public,21429,39798
Public,21430,88900
Public,21443,9250
Public,21445,22500
Public,21452,4500
Public,21454,28196
Public,21465,20999
Public,21467,99999
Public,21475,6500
Public,21477,19998
Public,21478,8950
Public,21486,36800
Public,21496,19500
Public,21501,9888
Public,21503,7500
Public,21504,18500
Public,21516,42388
Public,21517,67963
Public,21540,39998
Public,21543,4500
Public,21546,7500
Public,21553,47698
Public,21567,15999
Public,21572,7900
Public,21587,37950
Public,21591,9000
Public,21592,17000
Public,21594,13600
Public,21598,52500
Public,21613,9200
Public,21614,18650
Public,21615,24998
Public,21619,47124
Public,21620,12995
Public,21632,51999
Public,21634,50998
Public,21642,19425
Public,21646,50500
Public,21648,40995
Public,21654,30000
Public,21655,12240
Public,21656,33242
Public,21659,17900
Public,21660,12995
Public,21674,159500
Public,21675,36998
Public,21679,19000
Public,21680,35500
Public,21692,90200
Public,21697,113990
Public,21699,83000
Public,21700,58998
Public,21703,61599
Public,21705,17500
Public,21716,35470
Public,21722,13500
Public,21724,217950
Public,21726,13500
Public,21729,42950
Public,21731,17000
Public,21748,65000
Public,21769,5200
Public,21771,84620
Public,21772,22500
Public,21776,15000
Public,21782,18000
Public,21784,61000
Public,21790,79950
Public,21799,50500
Public,21801,19212
Public,21806,83598
Public,21807,15000
Public,21808,30825
Public,21812,21000
Public,21813,55998
Public,21822,26950
Public,21837,19900
Public,21853,29000
Public,21859,61500
Public,21862,29444
Public,21867,53900
Public,21872,21750
Public,21876,23105
Public,21884,49685
Public,21885,25980
Public,21890,22500
Public,21894,10995
Public,21900,90000
Public,21903,23800
Public,21905,14500
Public,21908,22000
Public,21914,10750
Public,21915,8500
Public,21917,43147
Public,21921,44000
Public,21927,29000
Public,21957,29990
Public,21958,95000
Public,21960,49427
Public,21963,26599
Public,21965,15550
Public,21976,28000
Public,21991,49500
Public,22001,45023
Public,22002,21500
Public,22003,34998
Public,22017,48950
Public,22018,243900
Public,22019,12000
Public,22020,39777
Public,22026,12000
Public,22032,69000
Public,22047,78000
Public,22049,24995
Public,22051,27000
Public,22057,48500
Public,22058,21500
Public,22059,17816
Public,22066,12980
Public,22069,417500
Public,22071,47698
Public,22079,159998
Public,22082,33687
Public,22086,15000
Public,22100,22000
Public,22110,63598
Public,22117,15900
Public,22120,82950
Public,22125,53000
Public,22130,143998
Public,22134,215000
Public,22136,91000
Public,22148,21000
Public,22160,79995
Public,22162,47350
Public,22170,15900
Public,22173,7599
Public,22186,26900
Public,22198,32000
Public,22212,9950
Public,22214,29000
Public,22223,85000
Public,22233,42599
Public,22237,50000
Public,22240,47000
Public,22246,20000
Public,22249,24950
Public,22252,29900
Public,22253,47500
Public,22257,18999
Public,22260,9500
Public,22268,17500
Public,22272,18800
Public,22273,68000
Public,22274,58500
Public,22281,15000
Public,22282,27800
Public,22285,17500
Public,22296,26500
Public,22299,62000
Public,22302,18000
Public,22308,46479
Public,22310,173995
Public,22311,50000
Public,22324,51500
Public,22326,36950
Public,22333,39848
Public,22341,8500
